date,GW_07,GW_08,SR_FOL,SR_ORO,SR_TAB
1921-10-31,0.0,0.0,1.8154284154999891,2.3627538350976356,0.19808844014682436
1921-11-30,0.0,0.0,0.4181202714302687,-1.191982023814479,-0.12183426810964591
1921-12-31,0.0,0.0,0.32619796447368643,-1.9757930603537837,-0.20982770934635284
1922-01-31,0.0,0.0,0.18092970287566523,-2.641319405149506,-0.28554055496782554
1922-02-28,0.0,0.0,0.707115279448778,-1.620971327155532,-0.16139322660582978
1922-03-31,0.0,0.0,0.9255733187211561,-0.7125758503876548,-0.06627999364373109
1922-04-30,0.0,0.0,1.774278307839558,1.2382367953985174,0.11257382262379437
1922-05-31,0.0,0.0,6.120798399373399,5.627412468618344,0.36181396547281697
1922-06-30,0.0,0.0,6.350853236892133,8.973843824876658,0.538320942731369
1922-07-31,0.0,0.0,4.059999653779311,10.859510100909002,0.6568496838282637
1922-08-31,0.0,0.0,2.3531466411695012,10.574752763234375,0.6392532231370103
1922-09-30,0.0,0.0,0.0,0.0,0.0
